ProteinID(Uniprot) DiseaseID(Uniprot) DiseaseID(OMIM) DiseaseID(MeSH) 
SCN5A_HUMAN DI-00948 OMIM:113900 MeSH:D002037 
SCN5A_HUMAN DI-00214 OMIM:601154 MeSH:D002311 
SCN5A_HUMAN DI-01557 OMIM:108770 MeSH:D006327 
SCN5A_HUMAN DI-00681 OMIM:603830 MeSH:D008133 
SCN5A_HUMAN DI-01557 OMIM:108770 MeSH:D009202 
SCN5A_HUMAN DI-01028 OMIM:608567 MeSH:D012804 
SCN5A_HUMAN DI-01096 OMIM:272120 MeSH:D013398 
SCN5A_HUMAN DI-01808 OMIM:603829 MeSH:D014693 
SCN5A_HUMAN DI-00202 OMIM:601144 MeSH:D053840 
SCN8A_HUMAN DI-05513 OMIM:618364 MeSH:D009207 
SCN8A_HUMAN DI-03398 OMIM:614558 MeSH:D013036 
SCN8A_HUMAN DI-03296 OMIM:614306 MeSH:D019954 
SCN8A_HUMAN DI-04807 OMIM:617080 MeSH:D020936 
SCN9A_HUMAN DI-01231 OMIM:243000 MeSH:D000699 
SCNAA_HUMAN DI-03973 OMIM:615551 MeSH:D010146 
SCNBA_HUMAN DI-03988 OMIM:615548 MeSH:D009477 
SCNBA_HUMAN DI-03978 OMIM:615552 MeSH:D010146 
SCNNA_HUMAN DI-02475 OMIM:613021 MeSH:D001987 
SCNNA_HUMAN DI-01255 OMIM:264350 MeSH:D011546 
SCNNA_HUMAN DI-05332 OMIM:618126 MeSH:D056929 
SCNNB_HUMAN DI-02489 OMIM:211400 MeSH:D001987 
SCNNB_HUMAN DI-01255 OMIM:264350 MeSH:D011546 
SCNNB_HUMAN DI-01905 OMIM:177200 MeSH:D056929 
SCNNG_HUMAN DI-02488 OMIM:613071 MeSH:D001987 
SCNNG_HUMAN DI-01255 OMIM:264350 MeSH:D011546 
SCNNG_HUMAN DI-05331 OMIM:618114 MeSH:D056929 
SCO1_HUMAN DI-05929 OMIM:619048 MeSH:D017237 
SCO2_HUMAN DI-01608 OMIM:604377 MeSH:D002312 
SCO2_HUMAN DI-03792 OMIM:608908 MeSH:D009216 
SCO2_HUMAN DI-01608 OMIM:604377 MeSH:D017237 
SCO2_HUMAN DI-01608 OMIM:604377 MeSH:D030401 
SCOT1_HUMAN DI-01863 OMIM:245050 MeSH:D007662 
SCRB2_HUMAN DI-01169 OMIM:254900 MeSH:D020191 
SCRIB_HUMAN DI-02042 OMIM:182940 MeSH:D009436 
SCUB3_HUMAN DI-06048 OMIM:619184 MeSH:D001848 
SCUB3_HUMAN DI-06048 OMIM:619184 MeSH:D014076 
SCUB3_HUMAN DI-06048 OMIM:619184 MeSH:D019465 
SCYL2_HUMAN DI-05753 OMIM:618766 MeSH:D001176 
SDCG8_HUMAN DI-04258 OMIM:615993 MeSH:D020788 
SDCG8_HUMAN DI-02941 OMIM:613615 MeSH:D052177 
SDCG8_HUMAN DI-02941 OMIM:613615 MeSH:D057130 
SDHF1_HUMAN DI-06014 OMIM:619166 MeSH:D028361 
SDHF2_HUMAN DI-01734 OMIM:601650 MeSH:D010235 
SEBP2_HUMAN DI-00015 OMIM:609698 MeSH:D013959 
SEC63_HUMAN DI-04751 OMIM:617004 MeSH:D003560 
SEC63_HUMAN DI-04751 OMIM:617004 MeSH:D008107 
SELN_HUMAN DI-01413 OMIM:255310 MeSH:D020914 
SEM3A_HUMAN DI-03576 OMIM:614897 MeSH:D007006 
SEM4A_HUMAN DI-00992 OMIM:610282 MeSH:D012174 
SEM6B_HUMAN DI-05834 OMIM:618876 MeSH:D020191 
SEN15_HUMAN DI-04758 OMIM:617026 MeSH:D002526 
SEN2_HUMAN DI-02177 OMIM:612389 MeSH:D002526 
SEN34_HUMAN DI-02178 OMIM:612390 MeSH:D002526 
SEN54_HUMAN DI-02176 OMIM:277470 MeSH:D002526 
SEN54_HUMAN DI-02179 OMIM:225753 MeSH:D009849 
SEP12_HUMAN DI-03528 OMIM:614822 MeSH:D007248 
SERA_HUMAN DI-02161 OMIM:601815 MeSH:D000592 
SERA_HUMAN DI-04141 OMIM:256520 MeSH:D001927 
SERA_HUMAN DI-04141 OMIM:256520 MeSH:D005317 
SERA_HUMAN DI-04141 OMIM:256520 MeSH:D007057 
SERA_HUMAN DI-04141 OMIM:256520 MeSH:D008831 
SERA_HUMAN DI-04141 OMIM:256520 MeSH:D017880 
SERB_HUMAN DI-00010 OMIM:614023 MeSH:D000592 
SERC_HUMAN DI-04253 OMIM:616038 MeSH:D001927 
SERC_HUMAN DI-04253 OMIM:616038 MeSH:D005317 
SERC_HUMAN DI-04253 OMIM:616038 MeSH:D007057 
SERC_HUMAN DI-04253 OMIM:616038 MeSH:D008831 
SERC_HUMAN DI-04253 OMIM:616038 MeSH:D017880 
SERPH_HUMAN DI-03068 OMIM:613848 MeSH:D010013 
SET1A_HUMAN DI-05807 OMIM:618832 MeSH:D004830 
SET1A_HUMAN DI-05944 OMIM:619056 MeSH:D065886 
SET1B_HUMAN DI-05906 OMIM:619000 MeSH:D065886 
SETBP_HUMAN DI-02836 OMIM:269150 MeSH:D000015 
SETBP_HUMAN DI-02836 OMIM:269150 MeSH:D008607 
SETBP_HUMAN DI-03291 OMIM:614286 MeSH:D009190 
SETBP_HUMAN DI-03735 OMIM:608232 MeSH:D015464 
SETBP_HUMAN DI-01171 OMIM:601626 MeSH:D015470 
SETBP_HUMAN DI-01851 OMIM:607785 MeSH:D054429 
SETD2_HUMAN DI-02254 OMIM:144700 MeSH:D002292 
SETD2_HUMAN DI-01171 OMIM:601626 MeSH:D015470 
SETD2_HUMAN DI-03076 OMIM:613065 MeSH:D054198 
SETD2_HUMAN DI-04661 OMIM:616831 MeSH:D065886 
SETD5_HUMAN DI-04067 OMIM:615761 MeSH:D008607 
SETX_HUMAN DI-00110 OMIM:602433 MeSH:D000690 
SETX_HUMAN DI-01061 OMIM:606002 MeSH:D002524 
SETX_HUMAN DI-01061 OMIM:606002 MeSH:D013132 
SET_HUMAN DI-05326 OMIM:618106 MeSH:D008607 
SF3B4_HUMAN DI-03474 OMIM:154400 MeSH:D008342 
SFPA2_HUMAN DI-02670 OMIM:178500 MeSH:D054990 
SFRP3_HUMAN DI-02641 OMIM:165720 MeSH:D010003 
SFRP4_HUMAN DI-04785 OMIM:265900 MeSH:D010009 
SFTA1_HUMAN DI-02716 OMIM:267450 MeSH:D006819 
SFTA1_HUMAN DI-02670 OMIM:178500 MeSH:D054990 
SFXN4_HUMAN DI-03996 OMIM:615578 MeSH:D028361 
SG196_HUMAN DI-04274 OMIM:616094 MeSH:D049288 
SG196_HUMAN DI-03721 OMIM:615249 MeSH:D058494 
SGCA_HUMAN DI-00661 OMIM:608099 MeSH:D049288 
SGCB_HUMAN DI-00662 OMIM:604286 MeSH:D049288 
SGCD_HUMAN DI-00218 OMIM:606685 MeSH:D002311 
SGCD_HUMAN DI-00663 OMIM:601287 MeSH:D049288 
SGCE_HUMAN DI-00418 OMIM:159900 MeSH:D004421 
SGCE_HUMAN DI-00418 OMIM:159900 MeSH:D009207 
SGCG_HUMAN DI-00660 OMIM:253700 MeSH:D049288 
SGMR1_HUMAN DI-03324 OMIM:614373 MeSH:D000690 
SGMR1_HUMAN DI-04545 OMIM:605726 MeSH:D009134 
SGPL1_HUMAN DI-05043 OMIM:617575 MeSH:D009404 
SH21A_HUMAN DI-00694 OMIM:308240 MeSH:D008232 
SH2B3_HUMAN DI-02885 OMIM:612011 MeSH:D002446 
SH2B3_HUMAN DI-01826 OMIM:222100 MeSH:D003922 
SH3K1_HUMAN DI-05546 OMIM:300310 MeSH:D007153 
SHAN2_HUMAN DI-02794 OMIM:613436 MeSH:D001321 
SHAN3_HUMAN DI-03945 OMIM:606232 MeSH:D002872 
SHAN3_HUMAN DI-03101 OMIM:613950 MeSH:D012559 
SHH_HUMAN DI-00760 OMIM:611638 MeSH:D003103 
SHH_HUMAN DI-04241 OMIM:188740 MeSH:D004480 
SHH_HUMAN DI-00760 OMIM:611638 MeSH:D008850 
SHH_HUMAN DI-00567 OMIM:142945 MeSH:D016142 
SHH_HUMAN DI-04241 OMIM:188740 MeSH:D017689 
SHH_HUMAN DI-04275 OMIM:135750 MeSH:D017880 
SHIP2_HUMAN DI-02060 OMIM:125853 MeSH:D003924 
SHIP2_HUMAN DI-03691 OMIM:258480 MeSH:D010009 
SHOC2_HUMAN DI-02076 OMIM:607721 MeSH:D019465 
SHOX_HUMAN DI-01807 OMIM:300582 MeSH:D004392 
SHPK_HUMAN DI-04872 OMIM:617213 MeSH:D008661 
SHRM4_HUMAN DI-02342 OMIM:300434 MeSH:D038901 
SI1L3_HUMAN DI-04671 OMIM:616851 MeSH:D002386 
SIAE_HUMAN DI-02927 OMIM:613551 MeSH:D001327 
SIAS_HUMAN DI-04730 OMIM:610442 MeSH:D010009 
SIAT6_HUMAN DI-03255 OMIM:611090 MeSH:D008607 
SIAT6_HUMAN DI-03664 OMIM:615006 MeSH:D013036 
SIAT9_HUMAN DI-00096 OMIM:609056 MeSH:D004827 
SIK1_HUMAN DI-04413 OMIM:616341 MeSH:D013036 
SIK3_HUMAN DI-05362 OMIM:618162 MeSH:D010009 
SIN3A_HUMAN DI-05538 OMIM:613406 MeSH:D000015 
SIX1_HUMAN DI-01296 OMIM:608389 MeSH:D003638 
SIX1_HUMAN DI-01205 OMIM:605192 MeSH:D006319 
SIX3_HUMAN DI-00566 OMIM:157170 MeSH:D016142 
SIX5_HUMAN DI-01298 OMIM:610896 MeSH:D019280 
SIX6_HUMAN DI-00757 OMIM:212550 MeSH:D008850 
SKAP_HUMAN DI-06090 OMIM:613328 MeSH:D001847 
SKAP_HUMAN DI-06090 OMIM:613328 MeSH:D007153 
SKAP_HUMAN DI-06090 OMIM:613328 MeSH:D009422 
SKIV2_HUMAN DI-03422 OMIM:614602 MeSH:D003968 
SKI_HUMAN DI-01027 OMIM:182212 MeSH:D003398 
SKI_HUMAN DI-01027 OMIM:182212 MeSH:D008382 
SKI_HUMAN DI-01027 OMIM:182212 MeSH:D054119 
SL9A1_HUMAN DI-04382 OMIM:616291 MeSH:D002524 
SL9A1_HUMAN DI-04382 OMIM:616291 MeSH:D006319 
SL9A3_HUMAN DI-04683 OMIM:616868 MeSH:D003968 
SL9A6_HUMAN DI-01965 OMIM:300243 MeSH:D038901 
SL9A7_HUMAN DI-05522 OMIM:301024 MeSH:D038901 
SL9A9_HUMAN DI-02793 OMIM:613410 MeSH:D001321 
SLC31_HUMAN DI-01468 OMIM:220100 MeSH:D003555 
SLIK1_HUMAN DI-02830 OMIM:613229 MeSH:D014256 
SLIK6_HUMAN DI-03969 OMIM:221200 MeSH:D006319 
SLN14_HUMAN DI-04706 OMIM:616913 MeSH:D001791 
SLN14_HUMAN DI-04706 OMIM:616913 MeSH:D006470 
SLUR1_HUMAN DI-00698 OMIM:248300 MeSH:D007645 
SLX4_HUMAN DI-03118 OMIM:613951 MeSH:D005199 
SMAD3_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
SMAD3_HUMAN DI-03064 OMIM:613795 MeSH:D055947 
SMAD4_HUMAN DI-03349 OMIM:139210 MeSH:D006130 
SMAD4_HUMAN DI-03349 OMIM:139210 MeSH:D008607 
SMAD4_HUMAN DI-02124 OMIM:260350 MeSH:D010190 
SMAD4_HUMAN DI-01716 OMIM:187300 MeSH:D013683 
SMAD4_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
SMAD6_HUMAN DI-03529 OMIM:614823 MeSH:D001024 
SMAD6_HUMAN DI-04994 OMIM:617439 MeSH:D003398 
SMAD6_HUMAN DI-05849 OMIM:179300 MeSH:D013580 
SMAD7_HUMAN DI-02891 OMIM:612229 MeSH:D015179 
SMAD9_HUMAN DI-03835 OMIM:615342 MeSH:D006976 
SMAL1_HUMAN DI-02282 OMIM:242900 MeSH:D007153 
SMAL1_HUMAN DI-02282 OMIM:242900 MeSH:D007674 
SMAL1_HUMAN DI-02282 OMIM:242900 MeSH:D010009 
SMBP2_HUMAN DI-04308 OMIM:616155 MeSH:D002607 
SMBP2_HUMAN DI-00403 OMIM:604320 MeSH:D009134 
SMC1A_HUMAN DI-00380 OMIM:300590 MeSH:D003635 
SMC1A_HUMAN DI-05802 OMIM:301044 MeSH:D013036 
SMC3_HUMAN DI-01432 OMIM:610759 MeSH:D003635 
SMCA2_HUMAN DI-06094 OMIM:619293 MeSH:D005124 
SMCA2_HUMAN DI-03463 OMIM:601358 MeSH:D007039 
SMCA2_HUMAN DI-03463 OMIM:601358 MeSH:D008607 
SMCA2_HUMAN DI-03626 OMIM:181500 MeSH:D012559 
SMCA2_HUMAN DI-03463 OMIM:601358 MeSH:D019066 
SMCA4_HUMAN DI-03455 OMIM:614609 MeSH:D000015 
SMCA4_HUMAN DI-03455 OMIM:614609 MeSH:D008607 
SMCA4_HUMAN DI-02895 OMIM:613325 MeSH:D018335 
SMCE1_HUMAN DI-04718 OMIM:616938 MeSH:D000015 
SMCE1_HUMAN DI-04248 OMIM:607174 MeSH:D008579 
SMCE1_HUMAN DI-04718 OMIM:616938 MeSH:D008607 
SMG8_HUMAN DI-06078 OMIM:619268 MeSH:D065886 
SMG9_HUMAN DI-04734 OMIM:616920 MeSH:D000015 
SMHD1_HUMAN DI-04955 OMIM:603457 MeSH:D000013 
SMHD1_HUMAN DI-03604 OMIM:158901 MeSH:D020391 
SMN_HUMAN DI-01058 OMIM:271150 MeSH:D009134 
SMN_HUMAN DI-01055 OMIM:253300 MeSH:D014897 
SMOC1_HUMAN DI-03004 OMIM:206920 MeSH:D008850 
SMOC2_HUMAN DI-03347 OMIM:125400 MeSH:D003784 
SMOC2_HUMAN DI-03347 OMIM:125400 MeSH:D003805 
SMO_HUMAN DI-04790 OMIM:601707 MeSH:D004065 
SMO_HUMAN DI-04790 OMIM:601707 MeSH:D012868 
SMO_HUMAN DI-04790 OMIM:601707 MeSH:D013576 
SMO_HUMAN DI-04790 OMIM:601707 MeSH:D019465 
SMPX_HUMAN DI-03162 OMIM:300066 MeSH:D006319 
SMRC2_HUMAN DI-05497 OMIM:618362 MeSH:D000015 
SMRC2_HUMAN DI-05497 OMIM:618362 MeSH:D008607 
SMRCD_HUMAN DI-04977 OMIM:129200 MeSH:D004476 
SMRCD_HUMAN DI-05520 OMIM:181600 MeSH:D007642 
SMRCD_HUMAN DI-05520 OMIM:181600 MeSH:D012594 
SMRCD_HUMAN DI-04977 OMIM:129200 MeSH:D012868 
SMRCD_HUMAN DI-05520 OMIM:181600 MeSH:D012878 
SMRD1_HUMAN DI-05763 OMIM:618779 MeSH:D000015 
SMRD1_HUMAN DI-05763 OMIM:618779 MeSH:D008607 
SMRD2_HUMAN DI-05000 OMIM:617475 MeSH:D007960 
SMS2_HUMAN DI-05600 OMIM:126550 MeSH:D001847 
SNAI2_HUMAN DI-01136 OMIM:608890 MeSH:D014849 
SNCAP_HUMAN DI-02134 OMIM:168600 MeSH:D010300 
SNF5_HUMAN DI-03454 OMIM:614608 MeSH:D000015 
SNF5_HUMAN DI-03454 OMIM:614608 MeSH:D008607 
SNF5_HUMAN DI-02287 OMIM:162091 MeSH:D009442 
SNF5_HUMAN DI-02266 OMIM:609322 MeSH:D018335 
SNIP1_HUMAN DI-03405 OMIM:614501 MeSH:D004827 
SNIP1_HUMAN DI-03405 OMIM:614501 MeSH:D011596 
SNIP1_HUMAN DI-03405 OMIM:614501 MeSH:D019465 
SNP25_HUMAN DI-04403 OMIM:616330 MeSH:D020294 
SNP29_HUMAN DI-00251 OMIM:609528 MeSH:D007057 
SNP29_HUMAN DI-00251 OMIM:609528 MeSH:D007645 
SNP29_HUMAN DI-00251 OMIM:609528 MeSH:D020752 
SNTA1_HUMAN DI-02487 OMIM:612955 MeSH:D008133 
SNX10_HUMAN DI-03656 OMIM:615085 MeSH:D010022 
SNX14_HUMAN DI-04379 OMIM:616354 MeSH:D002524 
SNX14_HUMAN DI-04379 OMIM:616354 MeSH:D013132 
SO1B1_HUMAN DI-03360 OMIM:237450 MeSH:D006932 
SO1B3_HUMAN DI-03360 OMIM:237450 MeSH:D006932 
SO2A1_HUMAN DI-03345 OMIM:614441 MeSH:D010004 
SOBP_HUMAN DI-02951 OMIM:613671 MeSH:D008607 
SODC_HUMAN DI-00107 OMIM:105400 MeSH:D000690 
SODC_HUMAN DI-05666 OMIM:618598 MeSH:D011782 
SODM_HUMAN DI-02759 OMIM:612634 MeSH:D048909 
SOLH1_HUMAN DI-05325 OMIM:618115 MeSH:D007248 
SOLH1_HUMAN DI-05092 OMIM:617690 MeSH:D023961 
SOMA_HUMAN DI-01842 OMIM:173100 MeSH:D004393 
SON_HUMAN DI-04860 OMIM:617140 MeSH:D000015 
SON_HUMAN DI-04860 OMIM:617140 MeSH:D008607 
SORL_HUMAN DI-03832 OMIM:104300 MeSH:D000544 
SOS1_HUMAN DI-01662 OMIM:135300 MeSH:D005351 
SOS1_HUMAN DI-02074 OMIM:610733 MeSH:D009634 
SOS2_HUMAN DI-04518 OMIM:616559 MeSH:D009634 
SOST_HUMAN DI-03135 OMIM:122860 MeSH:D000015 
SOST_HUMAN DI-01121 OMIM:239100 MeSH:D010009 
SOST_HUMAN DI-01007 OMIM:269500 MeSH:D015576 
SOST_HUMAN DI-03135 OMIM:122860 MeSH:D019465 
SOX10_HUMAN DI-00909 OMIM:609136 MeSH:D006627 
SOX10_HUMAN DI-00909 OMIM:609136 MeSH:D011115 
SOX10_HUMAN DI-00909 OMIM:609136 MeSH:D014849 
SOX11_HUMAN DI-04132 OMIM:615866 MeSH:D008607 
SOX17_HUMAN DI-02977 OMIM:613674 MeSH:D014718 
SOX18_HUMAN DI-04465 OMIM:137940 MeSH:D005921 
SOX18_HUMAN DI-04465 OMIM:137940 MeSH:D007039 
SOX18_HUMAN DI-04465 OMIM:137940 MeSH:D008209 
SOX18_HUMAN DI-04465 OMIM:137940 MeSH:D013684 
SOX2_HUMAN DI-00762 OMIM:206900 MeSH:D004933 
SOX2_HUMAN DI-00762 OMIM:206900 MeSH:D008850 
SOX3_HUMAN DI-05492 OMIM:307700 MeSH:D007011 
SOX3_HUMAN DI-01968 OMIM:300123 MeSH:D038901 
SOX3_HUMAN DI-03008 OMIM:300833 MeSH:D058531 
SOX4_HUMAN DI-05618 OMIM:618506 MeSH:D000015 
SOX4_HUMAN DI-05618 OMIM:618506 MeSH:D008607 
SOX5_HUMAN DI-04646 OMIM:616803 MeSH:D065886 
SOX6_HUMAN DI-05890 OMIM:618971 MeSH:D065886 
SOX9_HUMAN DI-04458 OMIM:616425 MeSH:D006061 
SOX9_HUMAN DI-01311 OMIM:114290 MeSH:D055036 
SOX9_HUMAN DI-03053 OMIM:278850 MeSH:D058531 
SP7_HUMAN DI-03173 OMIM:613849 MeSH:D010013 
SPAG1_HUMAN DI-03944 OMIM:615505 MeSH:D007619 
SPAST_HUMAN DI-01036 OMIM:182601 MeSH:D015419 
SPAT7_HUMAN DI-00969 OMIM:268000 MeSH:D012174 
SPAT7_HUMAN DI-00631 OMIM:604232 MeSH:D057130 
SPB6_HUMAN DI-02706 OMIM:613453 MeSH:D006319 
SPB7_HUMAN DI-04005 OMIM:615598 MeSH:D007645 
SPB8_HUMAN DI-04833 OMIM:617115 MeSH:D003873 
SPCS_HUMAN DI-03066 OMIM:613811 MeSH:D002526 
SPD2B_HUMAN DI-02812 OMIM:249420 MeSH:D010009 
SPD2B_HUMAN DI-02812 OMIM:249420 MeSH:D019465 
SPE39_HUMAN DI-02624 OMIM:613404 MeSH:D001176 
SPE39_HUMAN DI-02624 OMIM:613404 MeSH:D002779 
SPE39_HUMAN DI-02624 OMIM:613404 MeSH:D051437 
SPEF2_HUMAN DI-05740 OMIM:618751 MeSH:D007248 
SPEG_HUMAN DI-04210 OMIM:615959 MeSH:D020914 
SPG21_HUMAN DI-01048 OMIM:248900 MeSH:D015419 
SPG7_HUMAN DI-01044 OMIM:607259 MeSH:D015419 
SPHM_HUMAN DI-00774 OMIM:252900 MeSH:D009084 
SPIT2_HUMAN DI-01417 OMIM:270420 MeSH:D003968 
SPNS2_HUMAN DI-05584 OMIM:618457 MeSH:D006319 
SPOP_HUMAN DI-05805 OMIM:618828 MeSH:D065886 
SPRC_HUMAN DI-04503 OMIM:616507 MeSH:D010013 
SPRE1_HUMAN DI-02046 OMIM:611431 MeSH:D019080 
SPRE_HUMAN DI-00411 OMIM:612716 MeSH:D004421 
SPRE_HUMAN DI-00411 OMIM:612716 MeSH:D011596 
SPSY_HUMAN DI-02315 OMIM:309583 MeSH:D038901 
SPT16_HUMAN DI-01666 OMIM:102530 MeSH:D007248 
SPTA1_HUMAN DI-00446 OMIM:130600 MeSH:D004612 
SPTB1_HUMAN DI-00447 OMIM:617948 MeSH:D004612 
SPTB1_HUMAN DI-02322 OMIM:616649 MeSH:D013103 
SPTC1_HUMAN DI-00547 OMIM:162400 MeSH:D009477 
SPTC2_HUMAN DI-02943 OMIM:613640 MeSH:D009477 
SPTCS_HUMAN DI-04565 OMIM:602099 MeSH:D000690 
SPTCS_HUMAN DI-04588 OMIM:616668 MeSH:D002607 
SPTCS_HUMAN DI-01045 OMIM:604360 MeSH:D015419 
SPTN2_HUMAN DI-03864 OMIM:615386 MeSH:D002524 
SPTN2_HUMAN DI-03864 OMIM:615386 MeSH:D013132 
SPTN2_HUMAN DI-01069 OMIM:600224 MeSH:D020754 
SPTN4_HUMAN DI-05015 OMIM:617519 MeSH:D009468 
SPY2_HUMAN DI-04653 OMIM:616818 MeSH:D005922 
SPY4_HUMAN DI-03768 OMIM:615266 MeSH:D007006 
SPYA_HUMAN DI-01778 OMIM:259900 MeSH:D006960 
SQSTM_HUMAN DI-04471 OMIM:616437 MeSH:D000690 
SQSTM_HUMAN DI-04886 OMIM:617158 MeSH:D009135 
SQSTM_HUMAN DI-04539 OMIM:167250 MeSH:D010001 
SQSTM_HUMAN DI-04862 OMIM:617145 MeSH:D020271 
SQSTM_HUMAN DI-04471 OMIM:616437 MeSH:D057174 
SRAC1_HUMAN DI-03495 OMIM:614739 MeSH:D008661 
SRBP1_HUMAN DI-05948 OMIM:158310 MeSH:D000505 
SRBP1_HUMAN DI-05917 OMIM:619016 MeSH:D007057 
SRBP1_HUMAN DI-05948 OMIM:158310 MeSH:D007642 
SRBP1_HUMAN DI-05948 OMIM:158310 MeSH:D012868 
SRBP1_HUMAN DI-05917 OMIM:619016 MeSH:D020795 
SRCAP_HUMAN DI-03389 OMIM:136140 MeSH:D000015 
SRC_HUMAN DI-04719 OMIM:616937 MeSH:D013921 
SREC2_HUMAN DI-03057 OMIM:600920 MeSH:D003286 
SREC2_HUMAN DI-03057 OMIM:600920 MeSH:D016569 
SREC2_HUMAN DI-03057 OMIM:600920 MeSH:D054119 
SRGP1_HUMAN DI-04532 OMIM:188470 MeSH:D013964 
SRP54_HUMAN DI-05750 OMIM:618752 MeSH:D009503 
SRP72_HUMAN DI-03471 OMIM:614675 MeSH:D000080 
SRPX2_HUMAN DI-02456 OMIM:300643 MeSH:D001072 
SRPX2_HUMAN DI-02456 OMIM:300643 MeSH:D008607 
SRPX2_HUMAN DI-02456 OMIM:300643 MeSH:D019305 
SRY_HUMAN DI-01682 OMIM:400044 MeSH:D006061 
SRY_HUMAN DI-02395 OMIM:400045 MeSH:D023961 
SRY_HUMAN DI-02395 OMIM:400045 MeSH:D050090 
SSBP_HUMAN DI-05921 OMIM:165510 MeSH:D015418 
SSDH_HUMAN DI-02345 OMIM:271980 MeSH:D000592 
SSRD_HUMAN DI-04259 OMIM:300934 MeSH:D018981 
ST14_HUMAN DI-04098 OMIM:602400 MeSH:D017490 
ST2B1_HUMAN DI-05040 OMIM:617571 MeSH:D017490 
STA5B_HUMAN DI-01878 OMIM:245590 MeSH:D046150 
STABP_HUMAN DI-03797 OMIM:614261 MeSH:D008831 
STABP_HUMAN DI-03797 OMIM:614261 MeSH:D054079 
STAC3_HUMAN DI-03974 OMIM:255995 MeSH:D002972 
STAC3_HUMAN DI-03974 OMIM:255995 MeSH:D008305 
STAC3_HUMAN DI-03974 OMIM:255995 MeSH:D009135 
STAG1_HUMAN DI-05063 OMIM:617635 MeSH:D008607 
STAG2_HUMAN DI-05502 OMIM:301022 MeSH:D000015 
STAG2_HUMAN DI-05801 OMIM:301043 MeSH:D016142 
STAG2_HUMAN DI-05502 OMIM:301022 MeSH:D065886 
STAG3_HUMAN DI-04093 OMIM:615723 MeSH:D016649 
STAR_HUMAN DI-01407 OMIM:201710 MeSH:D000312 
STAT1_HUMAN DI-03179 OMIM:614162 MeSH:D002178 
STAT1_HUMAN DI-03106 OMIM:613796 MeSH:D007153 
STAT1_HUMAN DI-04224 OMIM:614892 MeSH:D009165 
STAT2_HUMAN DI-04585 OMIM:616636 MeSH:D007153 
STAT2_HUMAN DI-05844 OMIM:618886 MeSH:D009422 
STAT3_HUMAN DI-04194 OMIM:615952 MeSH:D001327 
STAT3_HUMAN DI-01767 OMIM:147060 MeSH:D007589 
STAT4_HUMAN DI-02692 OMIM:180300 MeSH:D001172 
STAT4_HUMAN DI-02653 OMIM:612253 MeSH:D008180 
STEA3_HUMAN DI-03728 OMIM:615234 MeSH:D000747 
STF1_HUMAN DI-05003 OMIM:612964 MeSH:D000309 
STF1_HUMAN DI-02465 OMIM:612965 MeSH:D006061 
STF1_HUMAN DI-03124 OMIM:613957 MeSH:D007248 
STF1_HUMAN DI-02517 OMIM:612964 MeSH:D016649 
STF1_HUMAN DI-05002 OMIM:617480 MeSH:D058531 
STIL_HUMAN DI-00753 OMIM:612703 MeSH:D008831 
STIM1_HUMAN DI-04155 OMIM:185070 MeSH:D001791 
STIM1_HUMAN DI-04155 OMIM:185070 MeSH:D007057 
STIM1_HUMAN DI-02551 OMIM:612783 MeSH:D007153 
STIM1_HUMAN DI-04155 OMIM:185070 MeSH:D015877 
STIM1_HUMAN DI-03765 OMIM:160565 MeSH:D020914 
STK10_HUMAN DI-02749 OMIM:273300 MeSH:D013736 
STK10_HUMAN DI-02749 OMIM:273300 MeSH:D018239 
STK11_HUMAN DI-00923 OMIM:175200 MeSH:D010580 
STK11_HUMAN DI-02749 OMIM:273300 MeSH:D013736 
STK11_HUMAN DI-02749 OMIM:273300 MeSH:D018239 
STK4_HUMAN DI-03600 OMIM:614868 MeSH:D007153 
STN1_HUMAN DI-04949 OMIM:617341 MeSH:D002114 
STN1_HUMAN DI-04949 OMIM:617341 MeSH:D056784 
STN1_HUMAN DI-04949 OMIM:617341 MeSH:D058456 
STN1_HUMAN DI-04949 OMIM:617341 MeSH:D059345 
STOX1_HUMAN DI-02187 OMIM:609404 MeSH:D004461 
STOX1_HUMAN DI-02187 OMIM:609404 MeSH:D011225 
STRA6_HUMAN DI-03952 OMIM:601186 MeSH:D003103 
STRA6_HUMAN DI-03952 OMIM:601186 MeSH:D008850 
STRC_HUMAN DI-00863 OMIM:603720 MeSH:D006319 
STS_HUMAN DI-00592 OMIM:308100 MeSH:D016114 
STT3A_HUMAN DI-04006 OMIM:615596 MeSH:D018981 
STT3B_HUMAN DI-04007 OMIM:615597 MeSH:D018981 
STX11_HUMAN DI-01575 OMIM:603552 MeSH:D051359 
STX16_HUMAN DI-02817 OMIM:603233 MeSH:D011547 
STX1B_HUMAN DI-04300 OMIM:616172 MeSH:D003294 
STX1B_HUMAN DI-04300 OMIM:616172 MeSH:D004829 
STXB1_HUMAN DI-00474 OMIM:612164 MeSH:D013036 
STXB2_HUMAN DI-02796 OMIM:613101 MeSH:D051359 
SUCA_HUMAN DI-01609 OMIM:245400 MeSH:D000140 
SUCA_HUMAN DI-01609 OMIM:245400 MeSH:D017237 
SUCB1_HUMAN DI-01523 OMIM:612073 MeSH:D017237 
SUFU_HUMAN DI-00177 OMIM:109400 MeSH:D001478 
